well,date_telemetry,napon_ab,napon_bc,napon_ca,elektricna_struja_fazaa,elektricna_struja_fazab,elektricna_struja_fazac,koeficijent_kapaciteta,frekvencija,radno_opterecenje,aktivna_snaga,pritisak_na_prijemu_pumpe,temperatura_motora,temperatura_u_busotini,first_event_date_time,label,days
well_1,2020-06-01,410.16186046511626,416.9042750929368,413.7888372093023,5.922201138519924,5.895635673624288,6.150853889943074,98.72675521821633,20.88946869070209,24.292220113851993,9.643263757115749,132.33457595526562,126.34144059869037,126.60093023255814,2020-08-14,Mehanicke primese,74 days
well_1,2020-06-02,409.74223034734916,416.7760511882998,413.6870437956204,5.846938775510204,5.819109461966605,6.049165120593692,98.20964749536178,20.381910946196662,23.70222634508349,9.623026926648096,131.9580291970803,126.45695970695971,126.7095890410959,2020-08-14,Mehanicke primese,73 days
well_1,2020-06-03,395.8819503849444,401.9546621043627,398.8973481608212,5.612565445026178,5.568935427574171,5.792321116928447,98.52006980802793,19.320069808027924,22.780104712041886,9.082897033158813,131.84687767322498,126.61273666092943,126.955441302485,2020-08-14,Mehanicke primese,72 days
well_1,2020-06-04,394.94520547945206,401.17917675544794,398.0821256038647,5.393988627132413,5.378554021121039,5.523462783171521,98.54582319545823,18.20358014646054,21.837359098228664,8.604386677497969,131.525,126.590799031477,126.94435483870967,2020-08-14,Mehanicke primese,71 days
well_1,2020-06-05,399.2577946768061,401.8824427480916,400.18112633181124,4.467532467532467,4.442660550458716,4.514219830899308,98.51336898395722,14.52052267486549,17.906321401370906,7.213139801375095,131.61995430312263,127.49923664122137,127.82876712328768,2020-08-14,Mehanicke primese,70 days
well_1,2020-06-06,397.99233716475095,399.6447669977082,397.98779557589626,6.364485981308412,6.357476635514018,6.542056074766355,98.1355140186916,20.242289719626168,25.48208722741433,10.524922118380061,131.255530129672,127.35681470137825,127.7145038167939,2020-08-14,Mehanicke primese,69 days
well_1,2020-06-07,401.3433198380567,403.0493927125506,401.54898785425104,5.85748987854251,5.82834008097166,6.064777327935222,98.25344129554657,19.639514170040485,23.577327935222673,9.948178137651821,130.6074614760746,126.64129554655871,126.94724025974025,2020-08-14,Mehanicke primese,68 days
well_1,2020-06-08,402.03788476716653,403.82004735595893,402.38042620363063,5.7845303867403315,5.754538279400158,5.962904498816101,98.52486187845304,19.917048145224943,23.445935280189424,9.658247829518547,129.8235759493671,126.15605095541402,126.41409342834521,2020-08-14,Mehanicke primese,67 days
well_1,2020-06-09,402.90630048465266,404.4321486268174,403.3985448666128,4.0864995957962815,4.0711398544866615,4.207760711398545,98.81325788197252,14.041794664510913,16.446240905416328,6.968472109943411,129.70292207792207,126.14554374488962,126.40846216436127,2020-08-14,Mehanicke primese,66 days
well_1,2020-06-10,402.8822095857027,404.8147847278635,403.57954545454544,5.971590909090909,5.9772727272727275,6.055008210180624,98.4319478402608,19.375615763546797,23.963474025974026,10.047967479674798,129.1884646628757,126.77416734362308,127.08211382113821,2020-08-14,Mehanicke primese,65 days
well_1,2020-06-11,405.39145012573346,412.11651299245597,409.59094719195303,6.392074198988196,6.387858347386172,6.616806722689075,98.49661590524535,21.23130287648054,25.97569153394803,11.091673675357443,128.78371501272264,126.67310924369748,126.96801346801347,2020-08-14,Mehanicke primese,64 days
well_1,2020-06-12,413.991518235793,420.9075487701442,418.38592027141647,5.976962457337884,5.981244671781756,6.131849315068493,98.20633561643835,20.00248287671233,24.178117048346056,10.256212510711226,128.26758147512865,126.49957519116397,126.76530612244898,2020-08-14,Mehanicke primese,63 days
well_1,2020-06-13,412.34035656401943,418.97972424979724,416.16353229762876,6.005681818181818,6.002435064935065,6.163532297628782,98.52739165985282,20.12992641046607,24.25182778229082,10.307317073170731,127.64448051948052,126.29813160032494,126.50528025995126,2020-08-14,Mehanicke primese,62 days
well_1,2020-06-14,413.9246894409938,420.1950271950272,417.4674418604651,5.765891472868217,5.758727695888285,5.863956215793589,98.25879593432369,19.112431587177483,23.01475155279503,9.9147771696638,127.1425215348473,126.34006211180125,126.55667701863354,2020-08-14,Mehanicke primese,61 days
well_1,2020-06-15,414.0796529968454,421.13958990536275,418.1332807570978,5.892772041302621,5.87450357426529,6.047656870532168,98.39872915011914,19.59666401906275,23.683835182250395,10.227164416203337,126.69818754925137,126.4395256916996,126.69541139240506,2020-08-14,Mehanicke primese,60 days
well_1,2020-06-16,411.63457164518576,418.2319939347991,415.08642911296437,5.875379939209727,5.872340425531915,5.961038961038961,98.16042780748663,18.996180290297936,23.372340425531913,9.982415902140673,126.49273144605968,126.7740712661107,127.08194233687405,2020-08-14,Mehanicke primese,59 days
well_1,2020-06-17,414.0202177293935,420.5388198757764,417.33488733488736,6.026438569206843,6.0279937791601865,6.102584181675803,98.35395458104934,19.49326546593579,24.081648522550545,10.1140625,125.9836956521739,126.92690513219284,127.26029526029527,2020-08-14,Mehanicke primese,58 days
well_1,2020-06-18,390.19924098671726,396.125946969697,393.2547348484849,6.354900095147479,6.336822074215033,6.524667931688804,98.14258373205742,20.05846889952153,25.362773029439698,10.804554079696395,125.92417061611374,127.35673624288425,127.71090047393365,2020-08-14,Mehanicke primese,57 days
well_1,2020-06-19,389.4337527757217,395.06809770540343,392.62990377498147,6.187268689859364,6.177646188008882,6.254098360655738,98.41579731743666,19.597242921013414,24.681245366938473,10.653760238272524,125.75597014925373,127.45931952662721,127.83320978502594,2020-08-14,Mehanicke primese,56 days
well_1,2020-06-20,392.56761133603237,398.4728744939271,396.0770478507705,6.298701298701299,6.299512987012987,6.478119935170178,98.29885993485343,19.76530612244898,25.223662884927066,10.452998379254456,125.47058823529412,127.59304207119742,127.9529602595296,2020-08-14,Mehanicke primese,55 days
well_1,2020-06-21,397.3491253644315,403.73745454545457,401.1214545454545,5.903649635036496,5.905109489051095,6.002941176470588,98.225,18.593970588235294,23.483187134502923,10.02046783625731,125.33284777858704,127.62545454545455,128.00582665695558,2020-08-14,Mehanicke primese,54 days
well_1,2020-06-22,397.0920060331825,403.22699849170436,400.6108597285068,5.816933638443936,5.8093058733791,5.947368421052632,98.29366895499619,18.545308924485127,23.259315589353612,10.200754716981132,125.02941176470588,127.89140271493213,128.2292609351433,2020-08-14,Mehanicke primese,53 days
well_1,2020-06-23,394.42269736842104,401.2919407894737,398.2467105263158,6.1957236842105265,6.197368421052632,6.334703947368421,98.28289473684211,19.478453947368422,24.730263157894736,10.534979423868313,124.7440329218107,127.83983402489626,128.21157024793388,2020-08-14,Mehanicke primese,52 days
well_1,2020-06-24,396.3413566739606,402.03792851932894,399.61196207148066,6.25528811086798,6.256017505470459,6.420131291028446,97.95915390226112,19.55353756382203,24.87673231218089,10.598832968636032,124.58832116788321,127.92111029948867,128.30758017492712,2020-08-14,Mehanicke primese,51 days
well_1,2020-06-25,392.44354838709677,398.1150183150183,395.60366300366303,6.325513196480938,6.323313782991202,6.488269794721408,98.34237536656892,19.89384164222874,25.325274725274724,11.04692082111437,124.29053558327219,127.90889052167523,128.29157509157508,2020-08-14,Mehanicke primese,50 days
well_1,2020-06-26,391.0824508320726,397.1913767019667,394.7586989409985,6.46782740348221,6.457229371688115,6.660862982588948,98.01589704769114,20.309538228614688,25.858440575321726,11.028766086298258,123.96515151515152,127.95833333333333,128.37205770690963,2020-08-14,Mehanicke primese,49 days
well_1,2020-06-27,391.1397280966767,397.09969788519635,394.58383685800607,6.469387755102041,6.467876039304611,6.582450832072618,98.0196671709531,19.953630862329803,25.723356009070294,11.200453857791226,123.74318181818182,128.26611068991662,128.67044595616025,2020-08-14,Mehanicke primese,48 days
well_1,2020-06-28,394.3924332344214,400.1333333333333,397.40845070422534,6.327151335311573,6.324925816023739,6.468148148148148,98.0377498149519,19.4946587537092,25.22057735011103,10.8660251665433,123.55423476968797,128.2282527881041,128.62120088954782,2020-08-14,Mehanicke primese,47 days
well_1,2020-06-29,391.4328621908127,397.2404951370469,394.7050487156776,6.120460584588131,6.128432240921169,6.260600706713781,98.20549158547387,18.681576616474757,24.38263950398583,10.785840707964601,123.36234458259325,128.31095406360424,128.74933569530558,2020-08-14,Mehanicke primese,46 days
well_1,2020-06-30,402.4704579025111,408.4483013293944,406.1210332103321,6.270170244263508,6.277572168763879,6.463468634686347,98.16950407105847,19.0219837157661,25.122599704579024,11.028888888888888,123.2379896526238,128.84900074019245,129.29591078066915,2020-08-14,Mehanicke primese,45 days
well_1,2020-07-01,407.6293294030951,413.4635224760501,411.1345588235294,6.6259204712812965,6.62518409425626,6.849042709867452,97.91016200294551,19.898674521354934,26.441089837997055,11.703240058910161,123.04733727810651,128.89477557027226,129.32744665194997,2020-08-14,Mehanicke primese,44 days
well_1,2020-07-02,408.65695488721803,413.650987770461,411.55827067669173,6.160075329566855,6.1685499058380415,6.383239171374765,97.78154425612053,18.188418079096042,24.45291902071563,11.015065913370998,123.04618284637135,129.54905660377358,129.9555765595463,2020-08-14,Mehanicke primese,43 days
well_1,2020-07-03,389.5748987854251,395.60242914979756,393.0331983805668,7.3101214574898785,7.328744939271255,7.568421052631579,97.64777327935222,21.51506072874494,29.05425101214575,12.666396761133603,122.65316045380875,129.05414273995078,129.45662847790507,2020-08-14,Mehanicke primese,42 days
well_1,2020-07-04,393.5288888888889,399.06518518518516,396.6614814814815,6.787057938299474,6.80737396538751,7.029345372460496,97.73438675696012,20.016629044394282,26.955605718585403,11.823795180722891,122.8476968796434,129.49333333333334,129.959940652819,2020-08-14,Mehanicke primese,41 days
well_1,2020-07-05,396.5203488372093,401.62817719680464,399.328,6.916481892091648,6.932742054693274,7.164818920916482,97.91648189209165,20.45461936437546,27.56762749445676,12.135254988913525,122.80392156862744,129.67274052478135,130.13226744186048,2020-08-14,Mehanicke primese,40 days
well_1,2020-07-06,394.9739319333816,400.49167270094136,397.9398986241854,6.547567175018155,6.557007988380537,6.784313725490196,97.89572773352643,19.44967320261438,26.12636165577342,11.532316630355846,122.69476744186046,129.62436548223351,130.10058309037902,2020-08-14,Mehanicke primese,39 days
well_1,2020-07-07,399.8923426838514,405.9111617312073,403.30553449583016,6.426697530864198,6.436728395061729,6.650462962962963,97.85416666666667,19.07692901234568,25.612654320987655,11.456018518518519,122.70432145564821,130.02437166793604,130.44688922610015,2020-08-14,Mehanicke primese,38 days
well_1,2020-07-08,396.70913107511046,403.3895434462445,400.31466470154754,7.061664190193165,7.070579494799405,7.325718496683861,97.82461311717023,21.007997010463377,28.351729212656366,12.205298013245033,122.16494845360825,128.80502215657313,129.19882179675994,2020-08-14,Mehanicke primese,37 days
well_1,2020-07-09,397.8156547183614,401.38478419897586,399.30138990490127,6.593108504398827,6.595307917888563,6.757531227038942,97.89076246334311,19.719177075679646,26.225310899780542,11.423952975753123,122.1864406779661,129.24963396778915,129.6996336996337,2020-08-14,Mehanicke primese,36 days
well_1,2020-07-10,400.52714932126696,402.51801801801804,401.0188536953243,6.45045045045045,6.445945945945946,6.555052790346908,98.0633962264151,19.779138321995465,25.746246246246248,11.168674698795181,121.86601059803179,128.72577009767093,129.1354401805869,2020-08-14,Mehanicke primese,35 days
well_1,2020-07-11,398.1261467889908,400.4705432287682,398.09250764525996,9.963048498845266,9.938461538461539,10.279051987767584,97.60323574730354,33.5246713070379,40.37232415902141,17.149961744452945,120.03440366972477,126.27064220183486,126.51223241590215,2020-08-14,Mehanicke primese,34 days
well_1,2020-07-12,397.73746081504703,406.9169278996865,403.09404388714734,7.609313338595107,7.565664556962025,7.058340929808569,97.94715447154472,21.984138559708295,30.602836879432623,12.778048780487804,117.54653284671532,126.01652242328875,126.48243992606285,2020-08-14,Mehanicke primese,33 days
well_1,2020-07-13,390.0218702865762,408.50565184626976,401.23059532780707,8.510976532929599,8.487509462528388,8.886706948640484,97.70494296577947,28.300836501901138,34.54572940287226,14.588813303099018,116.5640243902439,125.71924528301886,126.00982615268329,2020-08-14,Mehanicke primese,32 days
well_1,2020-07-14,390.7102584181676,406.73610023492563,400.2447224394058,9.719092331768389,9.701095461658841,9.985826771653544,97.71889763779528,32.09740157480315,39.37323943661972,16.5,116.06333072713058,126.51883830455259,126.83802816901408,2020-08-14,Mehanicke primese,31 days
well_1,2020-07-15,382.39232781168266,404.8231707317073,395.7921739130435,11.418583256669733,11.311867525298988,11.78732638888889,97.75564278704613,40.65063788027478,46.65711805555556,18.653985507246375,113.3456678700361,124.13402959094866,125.03729146221787,2020-08-14,Mehanicke primese,30 days
well_1,2020-07-16,384.6851503759398,406.92857142857144,397.8890977443609,10.947916666666666,10.850520340586566,11.508102955195424,97.79586077140169,41.0,45.098205854579795,17.959203036053133,112.17919075144509,124.09326923076924,125.0,2020-08-14,Mehanicke primese,29 days
well_1,2020-07-17,385.86148007590134,408.5431279620853,399.46558317399615,10.787476280834914,10.742884250474383,11.372026641294006,97.76677667766776,41.0,44.66888045540797,17.645437262357415,110.80095238095238,124.07260406582769,125.0,2020-08-14,Mehanicke primese,28 days
well_1,2020-07-18,382.66359447004606,406.6291512915129,397.09963099630994,10.716014897579143,10.672558139534884,11.23578751164958,97.74718526100307,41.0,44.47680890538033,17.486561631139946,109.54460966542752,124.07663551401869,125.0,2020-08-14,Mehanicke primese,27 days
well_1,2020-07-19,386.15774647887326,409.5,400.0,10.694835680751174,10.63755868544601,11.138651471984804,97.91079812206573,41.0,44.1981220657277,17.279397930385702,108.39655172413794,124.08527131782945,124.9989837398374,2020-08-14,Mehanicke primese,26 days
well_1,2020-07-20,385.1811722912966,406.2051509769094,397.664298401421,10.703900709219859,10.652519893899203,11.122557726465365,97.88839285714286,41.0,44.160603371783495,17.25221238938053,107.41818181818182,124.08125577100647,124.98245614035088,2020-08-14,Mehanicke primese,25 days
well_1,2020-07-21,385.0576592082616,405.7302405498282,397.43213058419246,10.725625539257981,10.690250215703193,11.301984469370147,97.78084555651424,41.30716134598792,44.58239861949957,17.72044866264021,106.21829163071614,124.07247627264884,124.9672131147541,2020-08-14,Mehanicke primese,24 days
well_1,2020-07-22,382.7096,402.804,394.7808,10.779647435897436,10.706164931945557,11.40315876974231,97.7984,41.24562171628722,44.656,17.9448,104.99070160608622,124.13945578231292,124.98336252189142,2020-08-14,Mehanicke primese,23 days
well_1,2020-07-23,385.824357912179,405.3399503722084,397.2655086848635,10.657522123893806,10.610619469026549,11.218777679362267,97.81842338352524,,44.080617495711834,17.692648361381753,103.90815450643777,124.10613437195715,124.88706896551724,2020-08-14,Mehanicke primese,22 days
well_1,2020-07-24,384.95036615134256,404.53246753246754,396.0957792207792,10.627090301003344,10.581939799331103,11.122821576763485,97.81422594142259,41.5,44.0376254180602,17.541078838174275,102.77777777777777,124.10854092526691,124.76317923763179,2020-08-14,Mehanicke primese,21 days
well_1,2020-07-25,383.5973451327434,403.7433628318584,395.4734513274336,10.320670391061453,10.293986636971047,10.723820483314155,97.73772321428571,35.68650306748466,42.72031076581576,16.91269841269841,100.98461538461538,123.65426170468187,124.07672955974843,2020-08-14,Mehanicke primese,20 days
well_1,2020-07-26,385.9768595041322,397.7206611570248,391.93553719008264,9.690397350993377,9.630794701986755,9.932119205298013,97.96854304635761,34.90380794701987,39.46523178807947,15.82615894039735,102.30132450331126,125.45033112582782,125.67384105960265,2020-08-14,Mehanicke primese,19 days
well_1,2020-07-27,386.0375106564365,401.4748508098892,394.71550255536624,11.178632478632478,11.117194183062447,11.62862010221465,97.74331020812686,40.19110105580694,45.90529010238908,18.397610921501705,100.92393162393162,125.38395415472779,125.42380952380952,2020-08-14,Mehanicke primese,18 days
well_1,2020-07-28,392.81853888452474,406.4827044025157,400.96931549960664,11.354679802955665,11.285714285714286,11.62836185819071,97.82207014542344,,46.322555205047315,18.52672955974843,100.85595337218984,125.0208507089241,125.13738551207327,2020-08-14,Mehanicke primese,17 days
well_1,2020-07-29,393.9481132075472,407.04009433962267,401.52358490566036,11.398244213886672,11.327214684756584,11.660557768924303,97.78753993610223,41.5,46.53821907013396,18.679169992019155,100.57005604483587,125.04943273905997,125.24901806755695,2020-08-14,Mehanicke primese,16 days
well_1,2020-07-30,394.5334370139969,407.3105058365759,401.96034214618976,11.442801556420234,11.405132192846034,11.719118804091266,97.68922108575924,41.5,46.75058639562158,18.7956147220047,100.30523028883685,125.15486381322957,125.31298904538342,2020-08-14,Mehanicke primese,15 days
